1,63.0931,1.49377e+16,8.00304e+12
2,55.2077,-0.0321877,0.106121
3,48.2174,0.0120847,0.0494012
4,42.1347,0.00175149,0.0457811
5,33.5764,-0.0129718,0.0422379
6,33.3585,0.00621758,-0.0446604
7,30.8322,-0.00187715,0.0256183
8,27.0497,0.000473797,0.0290421
9,25.8943,0.00130071,-0.000760958
10,24.1308,-0.00214209,0.0298632
11,22.1833,0.00130956,-0.0217693
12,19.935,-0.00166128,0.0156828
13,19.063,-0.000104735,-0.000757725
14,17.2144,-0.000156976,0.0143134
15,17.6557,0.00156482,-0.0109778
16,16.8254,0.00165999,-0.000252916
17,15.5483,0.000400642,-0.0118695
18,15.2734,-0.000410063,-0.00914119
19,14.6136,-0.000345184,0.0108148
20,13.8831,0.000806503,-0.010247
21,13.4498,0.0003876,-0.000284245
22,12.9002,0.000377666,0.00173256
23,12.7599,0.000350562,0.00176427
24,12.4066,-0.000379458,-4.90991e-05
25,11.8557,0.000669045,0.000387232
26,11.5685,-0.000222475,-0.0040682
27,11.0035,0.000180274,-0.00525322
28,10.8606,-0.000162591,0.0059877
29,10.5325,0.000191023,-0.0015674
30,10.1646,-9.75127e-05,0.00181801
31,9.88815,0.000257183,-0.00185933
32,9.64692,0.000303637,0.00313911
33,9.4476,1.71167e-05,-0.000138425
34,9.08698,-0.000336133,0.00732618
35,9.03036,-0.00010982,0.000675343
36,8.76995,-3.26548e-05,0.00536617
37,8.57877,-0.000150323,-0.000564576
38,8.29464,-8.63126e-05,-0.00451005
39,8.11223,-0.000107389,-0.00477067
40,7.91635,-5.45148e-05,-0.00289247
41,7.75914,-0.000184907,-0.00309558
42,7.5603,-1.65507e-05,0.00500623
43,7.40524,-0.00028393,0.00541111
44,7.32976,0.000148019,-0.00598767
45,7.14994,-1.90857e-05,-0.00327581
46,6.84902,-0.00019812,0.000642166
47,6.79638,-0.000209509,0.00372483
48,6.76699,3.38032e-05,0.000223096
49,6.51345,-6.43548e-05,-0.0019394
50,6.48075,-0.000113927,0.00440937
51,6.38016,8.19456e-05,0.00446748
52,6.26588,7.22996e-05,0.00146642
53,6.11373,0.000144869,-0.00406634
54,5.96911,0.000128507,7.01394e-05
55,5.89541,-7.62056e-05,0.00101774
56,5.86508,3.4301e-05,-0.00100944
57,5.72845,-0.000222604,0.00160874
58,5.72327,-0.000152438,-0.00186177
59,5.60901,6.76817e-05,-0.00115931
60,5.51919,0.000206286,0.00260872
61,5.40517,0.000184491,0.000959554
62,5.18434,0.000108961,0.00010072
63,5.21869,-0.000108949,0.00410271
64,5.17691,4.3263e-05,0.00193299
65,5.08817,-0.000162114,0.00160243
66,5.04389,0.000250348,0.0014058
67,4.85413,-2.6529e-05,8.57194e-06
68,4.87211,-6.52195e-05,0.00186731
69,4.81858,7.04953e-05,0.0019157
70,4.76695,4.40199e-05,0.00111092
71,4.66009,-9.89374e-06,-0.00163721
72,4.62518,2.08759e-05,-0.00277027
73,4.52093,1.02677e-06,-0.00325631
74,4.52447,-0.000105412,0.00104915
75,4.4592,-2.53022e-06,0.000126696
76,4.37825,-5.34398e-06,-0.000953323
77,4.23972,-8.1897e-05,-0.00251382
78,4.26331,-9.82846e-05,-0.00030433
79,4.15347,4.88567e-05,0.00143945
80,4.1401,1.94006e-05,-0.000669774
81,4.07822,-2.36082e-05,0.000436623
82,4.02083,1.25682e-05,-0.000463337
83,3.99252,-4.59429e-05,-0.000320407
84,3.94071,-8.8694e-06,0.00247859
85,3.90838,-4.35114e-05,0.000924638
86,3.89377,1.72872e-05,-0.00238891
87,3.83654,2.30615e-06,0.00123081
88,3.78836,4.59412e-05,-0.000423571
89,3.75226,-4.9875e-06,0.000340355
90,3.69612,1.72714e-05,-0.000589978
91,3.66845,-7.53401e-05,-0.000287265
92,3.66754,9.6336e-05,-0.000220471
93,3.63339,3.28806e-05,-0.000239054
94,3.57664,8.3874e-05,-0.00113461
95,3.55094,2.93736e-06,-0.001401
96,3.47842,8.76873e-06,0.00177932
97,3.46816,8.26997e-06,-0.00243722
98,3.46034,3.95196e-05,0.00102663
99,3.36246,0.000113256,0.00211647
100,3.38209,1.96242e-05,-0.00156053
